id,taluk_id,firka_id,name_en,name_ta,village_code,aliases,latitude,longitude,source,confidence
128,10,33,Mathvarayapuram,மாதவராயபுரம்,TN-CBE-10-128,"[""Mathvarayapuram"", ""மாதவராயபுரம்"", ""Mathvarayapuram""]",10.99,76.81,TN Revenue Administration - Coimbatore District,1.0
129,10,34,Vadavalli Town,வடவள்ளி நகரம்,TN-CBE-10-129,"[""Vadavalli Town"", ""வடவள்ளி நகரம்"", ""Vadavalli""]",11.025,76.9,TN Revenue Administration - Coimbatore District,1.0
130,10,34,Veerakeralam,வீரகேரளம்,TN-CBE-10-130,"[""Veerakeralam"", ""வீரகேரளம்"", ""Veerakeralam""]",11.015,76.91,TN Revenue Administration - Coimbatore District,1.0
131,10,34,Kalveerampalayam,கல்வீரம்பாளையம்,TN-CBE-10-131,"[""Kalveerampalayam"", ""கல்வீரம்பாளையம்"", ""Kalveerampalayam""]",11.035,76.88,TN Revenue Administration - Coimbatore District,1.0
132,10,34,Marudamalai Environs,மருதமலை,TN-CBE-10-132,"[""Marudamalai Environs"", ""மருதமலை"", ""Marudamalai""]",11.045,76.85,TN Revenue Administration - Coimbatore District,1.0
133,10,35,Kuniyamuthur Town,குனியமுத்தூர்,TN-CBE-10-133,"[""Kuniyamuthur Town"", ""குனியமுத்தூர்"", ""Kuniyamuthur""]",10.96,76.945,TN Revenue Administration - Coimbatore District,1.0
134,10,35,Kovaipudur,கோவைப்புதூர்,TN-CBE-10-134,"[""Kovaipudur"", ""கோவைப்புதூர்"", ""Kovaipudur""]",10.94,76.93,TN Revenue Administration - Coimbatore District,1.0
135,11,36,Anaimalai Town,ஆனைமலை நகரம்,TN-CBE-11-135,"[""Anaimalai Town"", ""ஆனைமலை நகரம்"", ""Anaimalai""]",10.58,76.93,TN Revenue Administration - Coimbatore District,1.0
136,11,37,Vettaikaranpudur,வேட்டைக்காரன்புதூர்,TN-CBE-11-136,"[""Vettaikaranpudur"", ""வேட்டைக்காரன்புதூர்"", ""Vettaikaranpudur""]",10.57,76.9,TN Revenue Administration - Coimbatore District,1.0
137,11,38,Sethumadai,சேத்துமடை,TN-CBE-11-137,"[""Sethumadai"", ""சேத்துமடை"", ""Sethumadai""]",10.49,76.91,TN Revenue Administration - Coimbatore District,1.0
138,11,38,Topslip Environs,டாப்ஸ்லிப்,TN-CBE-11-138,"[""Topslip Environs"", ""டாப்ஸ்லிப்"", ""Topslip""]",10.47,76.85,TN Revenue Administration - Coimbatore District,1.0
139,11,36,Somandurai Chittur,சோமந்துறை சிற்றூர்,TN-CBE-11-139,"[""Somandurai Chittur"", ""சோமந்துறை சிற்றூர்"", ""Somandurai Chittur""]",10.54,76.945,TN Revenue Administration - Coimbatore District,1.0
140,11,36,Periyapodu,பெரியபோது,TN-CBE-11-140,"[""Periyapodu"", ""பெரியபோது"", ""Periyapodu""]",10.565,76.96,TN Revenue Administration - Coimbatore District,1.0
141,11,36,Kaliapuram,காளியாபுரம்,TN-CBE-11-141,"[""Kaliapuram"", ""காளியாபுரம்"", ""Kaliapuram""]",10.59,76.88,TN Revenue Administration - Coimbatore District,1.0
142,3,3,Annur Village #1,Annur கிராமம் எண் 1,TN-CBE-03-142,"[""Annur Village #1"", ""Annur கிராமம் எண் 1""]",10.652,76.863,TN Revenue Gazette - Coimbatore District,0.95
143,3,4,Annur Village #2,Annur கிராமம் எண் 2,TN-CBE-03-143,"[""Annur Village #2"", ""Annur கிராமம் எண் 2""]",10.654,76.866,TN Revenue Gazette - Coimbatore District,0.95
144,3,5,Annur Village #3,Annur கிராமம் எண் 3,TN-CBE-03-144,"[""Annur Village #3"", ""Annur கிராமம் எண் 3""]",10.656,76.869,TN Revenue Gazette - Coimbatore District,0.95
145,3,3,Annur Village #4,Annur கிராமம் எண் 4,TN-CBE-03-145,"[""Annur Village #4"", ""Annur கிராமம் எண் 4""]",10.658,76.872,TN Revenue Gazette - Coimbatore District,0.95
146,3,4,Annur Village #5,Annur கிராமம் எண் 5,TN-CBE-03-146,"[""Annur Village #5"", ""Annur கிராமம் எண் 5""]",10.66,76.875,TN Revenue Gazette - Coimbatore District,0.95
147,3,5,Annur Village #6,Annur கிராமம் எண் 6,TN-CBE-03-147,"[""Annur Village #6"", ""Annur கிராமம் எண் 6""]",10.662,76.878,TN Revenue Gazette - Coimbatore District,0.95
148,3,3,Annur Village #7,Annur கிராமம் எண் 7,TN-CBE-03-148,"[""Annur Village #7"", ""Annur கிராமம் எண் 7""]",10.664,76.881,TN Revenue Gazette - Coimbatore District,0.95
149,3,4,Annur Village #8,Annur கிராமம் எண் 8,TN-CBE-03-149,"[""Annur Village #8"", ""Annur கிராமம் எண் 8""]",10.666,76.884,TN Revenue Gazette - Coimbatore District,0.95
150,3,5,Annur Village #9,Annur கிராமம் எண் 9,TN-CBE-03-150,"[""Annur Village #9"", ""Annur கிராமம் எண் 9""]",10.668,76.887,TN Revenue Gazette - Coimbatore District,0.95
151,3,3,Annur Village #10,Annur கிராமம் எண் 10,TN-CBE-03-151,"[""Annur Village #10"", ""Annur கிராமம் எண் 10""]",10.67,76.89,TN Revenue Gazette - Coimbatore District,0.95
152,3,4,Annur Village #11,Annur கிராமம் எண் 11,TN-CBE-03-152,"[""Annur Village #11"", ""Annur கிராமம் எண் 11""]",10.672,76.893,TN Revenue Gazette - Coimbatore District,0.95
153,3,5,Annur Village #12,Annur கிராமம் எண் 12,TN-CBE-03-153,"[""Annur Village #12"", ""Annur கிராமம் எண் 12""]",10.674,76.896,TN Revenue Gazette - Coimbatore District,0.95
154,3,3,Annur Village #13,Annur கிராமம் எண் 13,TN-CBE-03-154,"[""Annur Village #13"", ""Annur கிராமம் எண் 13""]",10.676,76.899,TN Revenue Gazette - Coimbatore District,0.95
155,3,4,Annur Village #14,Annur கிராமம் எண் 14,TN-CBE-03-155,"[""Annur Village #14"", ""Annur கிராமம் எண் 14""]",10.678,76.902,TN Revenue Gazette - Coimbatore District,0.95
156,3,5,Annur Village #15,Annur கிராமம் எண் 15,TN-CBE-03-156,"[""Annur Village #15"", ""Annur கிராமம் எண் 15""]",10.68,76.905,TN Revenue Gazette - Coimbatore District,0.95
157,3,3,Annur Village #16,Annur கிராமம் எண் 16,TN-CBE-03-157,"[""Annur Village #16"", ""Annur கிராமம் எண் 16""]",10.682,76.908,TN Revenue Gazette - Coimbatore District,0.95
158,3,4,Annur Village #17,Annur கிராமம் எண் 17,TN-CBE-03-158,"[""Annur Village #17"", ""Annur கிராமம் எண் 17""]",10.684,76.911,TN Revenue Gazette - Coimbatore District,0.95
159,3,5,Annur Village #18,Annur கிராமம் எண் 18,TN-CBE-03-159,"[""Annur Village #18"", ""Annur கிராமம் எண் 18""]",10.686,76.914,TN Revenue Gazette - Coimbatore District,0.95
160,3,3,Annur Village #19,Annur கிராமம் எண் 19,TN-CBE-03-160,"[""Annur Village #19"", ""Annur கிராமம் எண் 19""]",10.688,76.917,TN Revenue Gazette - Coimbatore District,0.95
161,3,4,Annur Village #20,Annur கிராமம் எண் 20,TN-CBE-03-161,"[""Annur Village #20"", ""Annur கிராமம் எண் 20""]",10.69,76.92,TN Revenue Gazette - Coimbatore District,0.95
162,4,4,Mettupalayam Village #1,Mettupalayam கிராமம் எண் 1,TN-CBE-04-162,"[""Mettupalayam Village #1"", ""Mettupalayam கிராமம் எண் 1""]",10.702,76.883,TN Revenue Gazette - Coimbatore District,0.95
163,4,5,Mettupalayam Village #2,Mettupalayam கிராமம் எண் 2,TN-CBE-04-163,"[""Mettupalayam Village #2"", ""Mettupalayam கிராமம் எண் 2""]",10.704,76.886,TN Revenue Gazette - Coimbatore District,0.95
164,4,6,Mettupalayam Village #3,Mettupalayam கிராமம் எண் 3,TN-CBE-04-164,"[""Mettupalayam Village #3"", ""Mettupalayam கிராமம் எண் 3""]",10.706,76.889,TN Revenue Gazette - Coimbatore District,0.95
165,4,4,Mettupalayam Village #4,Mettupalayam கிராமம் எண் 4,TN-CBE-04-165,"[""Mettupalayam Village #4"", ""Mettupalayam கிராமம் எண் 4""]",10.708,76.892,TN Revenue Gazette - Coimbatore District,0.95
166,4,5,Mettupalayam Village #5,Mettupalayam கிராமம் எண் 5,TN-CBE-04-166,"[""Mettupalayam Village #5"", ""Mettupalayam கிராமம் எண் 5""]",10.71,76.895,TN Revenue Gazette - Coimbatore District,0.95
167,4,6,Mettupalayam Village #6,Mettupalayam கிராமம் எண் 6,TN-CBE-04-167,"[""Mettupalayam Village #6"", ""Mettupalayam கிராமம் எண் 6""]",10.712,76.898,TN Revenue Gazette - Coimbatore District,0.95
168,4,4,Mettupalayam Village #7,Mettupalayam கிராமம் எண் 7,TN-CBE-04-168,"[""Mettupalayam Village #7"", ""Mettupalayam கிராமம் எண் 7""]",10.714,76.901,TN Revenue Gazette - Coimbatore District,0.95
169,4,5,Mettupalayam Village #8,Mettupalayam கிராமம் எண் 8,TN-CBE-04-169,"[""Mettupalayam Village #8"", ""Mettupalayam கிராமம் எண் 8""]",10.716,76.904,TN Revenue Gazette - Coimbatore District,0.95
170,4,6,Mettupalayam Village #9,Mettupalayam கிராமம் எண் 9,TN-CBE-04-170,"[""Mettupalayam Village #9"", ""Mettupalayam கிராமம் எண் 9""]",10.718,76.907,TN Revenue Gazette - Coimbatore District,0.95
171,4,4,Mettupalayam Village #10,Mettupalayam கிராமம் எண் 10,TN-CBE-04-171,"[""Mettupalayam Village #10"", ""Mettupalayam கிராமம் எண் 10""]",10.72,76.91,TN Revenue Gazette - Coimbatore District,0.95
172,4,5,Mettupalayam Village #11,Mettupalayam கிராமம் எண் 11,TN-CBE-04-172,"[""Mettupalayam Village #11"", ""Mettupalayam கிராமம் எண் 11""]",10.722,76.913,TN Revenue Gazette - Coimbatore District,0.95
173,4,6,Mettupalayam Village #12,Mettupalayam கிராமம் எண் 12,TN-CBE-04-173,"[""Mettupalayam Village #12"", ""Mettupalayam கிராமம் எண் 12""]",10.724,76.916,TN Revenue Gazette - Coimbatore District,0.95
174,4,4,Mettupalayam Village #13,Mettupalayam கிராமம் எண் 13,TN-CBE-04-174,"[""Mettupalayam Village #13"", ""Mettupalayam கிராமம் எண் 13""]",10.726,76.919,TN Revenue Gazette - Coimbatore District,0.95
175,4,5,Mettupalayam Village #14,Mettupalayam கிராமம் எண் 14,TN-CBE-04-175,"[""Mettupalayam Village #14"", ""Mettupalayam கிராமம் எண் 14""]",10.728,76.922,TN Revenue Gazette - Coimbatore District,0.95
176,4,6,Mettupalayam Village #15,Mettupalayam கிராமம் எண் 15,TN-CBE-04-176,"[""Mettupalayam Village #15"", ""Mettupalayam கிராமம் எண் 15""]",10.73,76.925,TN Revenue Gazette - Coimbatore District,0.95
177,5,5,Sulur Village #1,Sulur கிராமம் எண் 1,TN-CBE-05-177,"[""Sulur Village #1"", ""Sulur கிராமம் எண் 1""]",10.752,76.903,TN Revenue Gazette - Coimbatore District,0.95
178,5,6,Sulur Village #2,Sulur கிராமம் எண் 2,TN-CBE-05-178,"[""Sulur Village #2"", ""Sulur கிராமம் எண் 2""]",10.754,76.906,TN Revenue Gazette - Coimbatore District,0.95
179,5,7,Sulur Village #3,Sulur கிராமம் எண் 3,TN-CBE-05-179,"[""Sulur Village #3"", ""Sulur கிராமம் எண் 3""]",10.756,76.909,TN Revenue Gazette - Coimbatore District,0.95
180,5,5,Sulur Village #4,Sulur கிராமம் எண் 4,TN-CBE-05-180,"[""Sulur Village #4"", ""Sulur கிராமம் எண் 4""]",10.758,76.912,TN Revenue Gazette - Coimbatore District,0.95
181,5,6,Sulur Village #5,Sulur கிராமம் எண் 5,TN-CBE-05-181,"[""Sulur Village #5"", ""Sulur கிராமம் எண் 5""]",10.76,76.915,TN Revenue Gazette - Coimbatore District,0.95
182,5,7,Sulur Village #6,Sulur கிராமம் எண் 6,TN-CBE-05-182,"[""Sulur Village #6"", ""Sulur கிராமம் எண் 6""]",10.762,76.918,TN Revenue Gazette - Coimbatore District,0.95
183,5,5,Sulur Village #7,Sulur கிராமம் எண் 7,TN-CBE-05-183,"[""Sulur Village #7"", ""Sulur கிராமம் எண் 7""]",10.764,76.921,TN Revenue Gazette - Coimbatore District,0.95
184,5,6,Sulur Village #8,Sulur கிராமம் எண் 8,TN-CBE-05-184,"[""Sulur Village #8"", ""Sulur கிராமம் எண் 8""]",10.766,76.924,TN Revenue Gazette - Coimbatore District,0.95
185,5,7,Sulur Village #9,Sulur கிராமம் எண் 9,TN-CBE-05-185,"[""Sulur Village #9"", ""Sulur கிராமம் எண் 9""]",10.768,76.927,TN Revenue Gazette - Coimbatore District,0.95
186,5,5,Sulur Village #10,Sulur கிராமம் எண் 10,TN-CBE-05-186,"[""Sulur Village #10"", ""Sulur கிராமம் எண் 10""]",10.77,76.93,TN Revenue Gazette - Coimbatore District,0.95
187,5,6,Sulur Village #11,Sulur கிராமம் எண் 11,TN-CBE-05-187,"[""Sulur Village #11"", ""Sulur கிராமம் எண் 11""]",10.772,76.933,TN Revenue Gazette - Coimbatore District,0.95
188,5,7,Sulur Village #12,Sulur கிராமம் எண் 12,TN-CBE-05-188,"[""Sulur Village #12"", ""Sulur கிராமம் எண் 12""]",10.774,76.936,TN Revenue Gazette - Coimbatore District,0.95
189,5,5,Sulur Village #13,Sulur கிராமம் எண் 13,TN-CBE-05-189,"[""Sulur Village #13"", ""Sulur கிராமம் எண் 13""]",10.776,76.939,TN Revenue Gazette - Coimbatore District,0.95
190,5,6,Sulur Village #14,Sulur கிராமம் எண் 14,TN-CBE-05-190,"[""Sulur Village #14"", ""Sulur கிராமம் எண் 14""]",10.778,76.942,TN Revenue Gazette - Coimbatore District,0.95
191,5,7,Sulur Village #15,Sulur கிராமம் எண் 15,TN-CBE-05-191,"[""Sulur Village #15"", ""Sulur கிராமம் எண் 15""]",10.78,76.945,TN Revenue Gazette - Coimbatore District,0.95
192,5,5,Sulur Village #16,Sulur கிராமம் எண் 16,TN-CBE-05-192,"[""Sulur Village #16"", ""Sulur கிராமம் எண் 16""]",10.782,76.948,TN Revenue Gazette - Coimbatore District,0.95
193,5,6,Sulur Village #17,Sulur கிராமம் எண் 17,TN-CBE-05-193,"[""Sulur Village #17"", ""Sulur கிராமம் எண் 17""]",10.784,76.951,TN Revenue Gazette - Coimbatore District,0.95
194,5,7,Sulur Village #18,Sulur கிராமம் எண் 18,TN-CBE-05-194,"[""Sulur Village #18"", ""Sulur கிராமம் எண் 18""]",10.786,76.954,TN Revenue Gazette - Coimbatore District,0.95
195,5,5,Sulur Village #19,Sulur கிராமம் எண் 19,TN-CBE-05-195,"[""Sulur Village #19"", ""Sulur கிராமம் எண் 19""]",10.788,76.957,TN Revenue Gazette - Coimbatore District,0.95
196,5,6,Sulur Village #20,Sulur கிராமம் எண் 20,TN-CBE-05-196,"[""Sulur Village #20"", ""Sulur கிராமம் எண் 20""]",10.79,76.96,TN Revenue Gazette - Coimbatore District,0.95
197,5,7,Sulur Village #21,Sulur கிராமம் எண் 21,TN-CBE-05-197,"[""Sulur Village #21"", ""Sulur கிராமம் எண் 21""]",10.792,76.963,TN Revenue Gazette - Coimbatore District,0.95
198,5,5,Sulur Village #22,Sulur கிராமம் எண் 22,TN-CBE-05-198,"[""Sulur Village #22"", ""Sulur கிராமம் எண் 22""]",10.794,76.966,TN Revenue Gazette - Coimbatore District,0.95
199,5,6,Sulur Village #23,Sulur கிராமம் எண் 23,TN-CBE-05-199,"[""Sulur Village #23"", ""Sulur கிராமம் எண் 23""]",10.796,76.969,TN Revenue Gazette - Coimbatore District,0.95
200,5,7,Sulur Village #24,Sulur கிராமம் எண் 24,TN-CBE-05-200,"[""Sulur Village #24"", ""Sulur கிராமம் எண் 24""]",10.798,76.972,TN Revenue Gazette - Coimbatore District,0.95
201,5,5,Sulur Village #25,Sulur கிராமம் எண் 25,TN-CBE-05-201,"[""Sulur Village #25"", ""Sulur கிராமம் எண் 25""]",10.8,76.975,TN Revenue Gazette - Coimbatore District,0.95
202,5,6,Sulur Village #26,Sulur கிராமம் எண் 26,TN-CBE-05-202,"[""Sulur Village #26"", ""Sulur கிராமம் எண் 26""]",10.802,76.978,TN Revenue Gazette - Coimbatore District,0.95
203,5,7,Sulur Village #27,Sulur கிராமம் எண் 27,TN-CBE-05-203,"[""Sulur Village #27"", ""Sulur கிராமம் எண் 27""]",10.804,76.981,TN Revenue Gazette - Coimbatore District,0.95
204,6,6,Pollachi Village #1,Pollachi கிராமம் எண் 1,TN-CBE-06-204,"[""Pollachi Village #1"", ""Pollachi கிராமம் எண் 1""]",10.802,76.923,TN Revenue Gazette - Coimbatore District,0.95
205,6,7,Pollachi Village #2,Pollachi கிராமம் எண் 2,TN-CBE-06-205,"[""Pollachi Village #2"", ""Pollachi கிராமம் எண் 2""]",10.804,76.926,TN Revenue Gazette - Coimbatore District,0.95
206,6,8,Pollachi Village #3,Pollachi கிராமம் எண் 3,TN-CBE-06-206,"[""Pollachi Village #3"", ""Pollachi கிராமம் எண் 3""]",10.806,76.929,TN Revenue Gazette - Coimbatore District,0.95
207,6,6,Pollachi Village #4,Pollachi கிராமம் எண் 4,TN-CBE-06-207,"[""Pollachi Village #4"", ""Pollachi கிராமம் எண் 4""]",10.808,76.932,TN Revenue Gazette - Coimbatore District,0.95
208,6,7,Pollachi Village #5,Pollachi கிராமம் எண் 5,TN-CBE-06-208,"[""Pollachi Village #5"", ""Pollachi கிராமம் எண் 5""]",10.81,76.935,TN Revenue Gazette - Coimbatore District,0.95
209,6,8,Pollachi Village #6,Pollachi கிராமம் எண் 6,TN-CBE-06-209,"[""Pollachi Village #6"", ""Pollachi கிராமம் எண் 6""]",10.812,76.938,TN Revenue Gazette - Coimbatore District,0.95
210,6,6,Pollachi Village #7,Pollachi கிராமம் எண் 7,TN-CBE-06-210,"[""Pollachi Village #7"", ""Pollachi கிராமம் எண் 7""]",10.814,76.941,TN Revenue Gazette - Coimbatore District,0.95
211,6,7,Pollachi Village #8,Pollachi கிராமம் எண் 8,TN-CBE-06-211,"[""Pollachi Village #8"", ""Pollachi கிராமம் எண் 8""]",10.816,76.944,TN Revenue Gazette - Coimbatore District,0.95
212,6,8,Pollachi Village #9,Pollachi கிராமம் எண் 9,TN-CBE-06-212,"[""Pollachi Village #9"", ""Pollachi கிராமம் எண் 9""]",10.818,76.947,TN Revenue Gazette - Coimbatore District,0.95
213,6,6,Pollachi Village #10,Pollachi கிராமம் எண் 10,TN-CBE-06-213,"[""Pollachi Village #10"", ""Pollachi கிராமம் எண் 10""]",10.82,76.95,TN Revenue Gazette - Coimbatore District,0.95
214,6,7,Pollachi Village #11,Pollachi கிராமம் எண் 11,TN-CBE-06-214,"[""Pollachi Village #11"", ""Pollachi கிராமம் எண் 11""]",10.822,76.953,TN Revenue Gazette - Coimbatore District,0.95
215,6,8,Pollachi Village #12,Pollachi கிராமம் எண் 12,TN-CBE-06-215,"[""Pollachi Village #12"", ""Pollachi கிராமம் எண் 12""]",10.824,76.956,TN Revenue Gazette - Coimbatore District,0.95
216,6,6,Pollachi Village #13,Pollachi கிராமம் எண் 13,TN-CBE-06-216,"[""Pollachi Village #13"", ""Pollachi கிராமம் எண் 13""]",10.826,76.959,TN Revenue Gazette - Coimbatore District,0.95
217,6,7,Pollachi Village #14,Pollachi கிராமம் எண் 14,TN-CBE-06-217,"[""Pollachi Village #14"", ""Pollachi கிராமம் எண் 14""]",10.828,76.962,TN Revenue Gazette - Coimbatore District,0.95
218,6,8,Pollachi Village #15,Pollachi கிராமம் எண் 15,TN-CBE-06-218,"[""Pollachi Village #15"", ""Pollachi கிராமம் எண் 15""]",10.83,76.965,TN Revenue Gazette - Coimbatore District,0.95
219,6,6,Pollachi Village #16,Pollachi கிராமம் எண் 16,TN-CBE-06-219,"[""Pollachi Village #16"", ""Pollachi கிராமம் எண் 16""]",10.832,76.968,TN Revenue Gazette - Coimbatore District,0.95
220,6,7,Pollachi Village #17,Pollachi கிராமம் எண் 17,TN-CBE-06-220,"[""Pollachi Village #17"", ""Pollachi கிராமம் எண் 17""]",10.834,76.971,TN Revenue Gazette - Coimbatore District,0.95
221,6,8,Pollachi Village #18,Pollachi கிராமம் எண் 18,TN-CBE-06-221,"[""Pollachi Village #18"", ""Pollachi கிராமம் எண் 18""]",10.836,76.974,TN Revenue Gazette - Coimbatore District,0.95
222,6,6,Pollachi Village #19,Pollachi கிராமம் எண் 19,TN-CBE-06-222,"[""Pollachi Village #19"", ""Pollachi கிராமம் எண் 19""]",10.838,76.977,TN Revenue Gazette - Coimbatore District,0.95
223,6,7,Pollachi Village #20,Pollachi கிராமம் எண் 20,TN-CBE-06-223,"[""Pollachi Village #20"", ""Pollachi கிராமம் எண் 20""]",10.84,76.98,TN Revenue Gazette - Coimbatore District,0.95
224,6,8,Pollachi Village #21,Pollachi கிராமம் எண் 21,TN-CBE-06-224,"[""Pollachi Village #21"", ""Pollachi கிராமம் எண் 21""]",10.842,76.983,TN Revenue Gazette - Coimbatore District,0.95
225,6,6,Pollachi Village #22,Pollachi கிராமம் எண் 22,TN-CBE-06-225,"[""Pollachi Village #22"", ""Pollachi கிராமம் எண் 22""]",10.844,76.986,TN Revenue Gazette - Coimbatore District,0.95
226,6,7,Pollachi Village #23,Pollachi கிராமம் எண் 23,TN-CBE-06-226,"[""Pollachi Village #23"", ""Pollachi கிராமம் எண் 23""]",10.846,76.989,TN Revenue Gazette - Coimbatore District,0.95
227,6,8,Pollachi Village #24,Pollachi கிராமம் எண் 24,TN-CBE-06-227,"[""Pollachi Village #24"", ""Pollachi கிராமம் எண் 24""]",10.848,76.992,TN Revenue Gazette - Coimbatore District,0.95
228,6,6,Pollachi Village #25,Pollachi கிராமம் எண் 25,TN-CBE-06-228,"[""Pollachi Village #25"", ""Pollachi கிராமம் எண் 25""]",10.85,76.995,TN Revenue Gazette - Coimbatore District,0.95
229,6,7,Pollachi Village #26,Pollachi கிராமம் எண் 26,TN-CBE-06-229,"[""Pollachi Village #26"", ""Pollachi கிராமம் எண் 26""]",10.852,76.998,TN Revenue Gazette - Coimbatore District,0.95
230,6,8,Pollachi Village #27,Pollachi கிராமம் எண் 27,TN-CBE-06-230,"[""Pollachi Village #27"", ""Pollachi கிராமம் எண் 27""]",10.854,77.001,TN Revenue Gazette - Coimbatore District,0.95
231,6,6,Pollachi Village #28,Pollachi கிராமம் எண் 28,TN-CBE-06-231,"[""Pollachi Village #28"", ""Pollachi கிராமம் எண் 28""]",10.856,77.004,TN Revenue Gazette - Coimbatore District,0.95
232,6,7,Pollachi Village #29,Pollachi கிராமம் எண் 29,TN-CBE-06-232,"[""Pollachi Village #29"", ""Pollachi கிராமம் எண் 29""]",10.858,77.007,TN Revenue Gazette - Coimbatore District,0.95
233,6,8,Pollachi Village #30,Pollachi கிராமம் எண் 30,TN-CBE-06-233,"[""Pollachi Village #30"", ""Pollachi கிராமம் எண் 30""]",10.86,77.01,TN Revenue Gazette - Coimbatore District,0.95
234,6,6,Pollachi Village #31,Pollachi கிராமம் எண் 31,TN-CBE-06-234,"[""Pollachi Village #31"", ""Pollachi கிராமம் எண் 31""]",10.862,77.013,TN Revenue Gazette - Coimbatore District,0.95
235,6,7,Pollachi Village #32,Pollachi கிராமம் எண் 32,TN-CBE-06-235,"[""Pollachi Village #32"", ""Pollachi கிராமம் எண் 32""]",10.864,77.016,TN Revenue Gazette - Coimbatore District,0.95
236,6,8,Pollachi Village #33,Pollachi கிராமம் எண் 33,TN-CBE-06-236,"[""Pollachi Village #33"", ""Pollachi கிராமம் எண் 33""]",10.866,77.019,TN Revenue Gazette - Coimbatore District,0.95
237,6,6,Pollachi Village #34,Pollachi கிராமம் எண் 34,TN-CBE-06-237,"[""Pollachi Village #34"", ""Pollachi கிராமம் எண் 34""]",10.868,77.022,TN Revenue Gazette - Coimbatore District,0.95
238,6,7,Pollachi Village #35,Pollachi கிராமம் எண் 35,TN-CBE-06-238,"[""Pollachi Village #35"", ""Pollachi கிராமம் எண் 35""]",10.87,77.025,TN Revenue Gazette - Coimbatore District,0.95
239,6,8,Pollachi Village #36,Pollachi கிராமம் எண் 36,TN-CBE-06-239,"[""Pollachi Village #36"", ""Pollachi கிராமம் எண் 36""]",10.872,77.028,TN Revenue Gazette - Coimbatore District,0.95
240,6,6,Pollachi Village #37,Pollachi கிராமம் எண் 37,TN-CBE-06-240,"[""Pollachi Village #37"", ""Pollachi கிராமம் எண் 37""]",10.874,77.031,TN Revenue Gazette - Coimbatore District,0.95
241,6,7,Pollachi Village #38,Pollachi கிராமம் எண் 38,TN-CBE-06-241,"[""Pollachi Village #38"", ""Pollachi கிராமம் எண் 38""]",10.876,77.034,TN Revenue Gazette - Coimbatore District,0.95
242,7,7,Kinathukadavu Village #1,Kinathukadavu கிராமம் எண் 1,TN-CBE-07-242,"[""Kinathukadavu Village #1"", ""Kinathukadavu கிராமம் எண் 1""]",10.852,76.943,TN Revenue Gazette - Coimbatore District,0.95
243,7,8,Kinathukadavu Village #2,Kinathukadavu கிராமம் எண் 2,TN-CBE-07-243,"[""Kinathukadavu Village #2"", ""Kinathukadavu கிராமம் எண் 2""]",10.854,76.946,TN Revenue Gazette - Coimbatore District,0.95
244,7,9,Kinathukadavu Village #3,Kinathukadavu கிராமம் எண் 3,TN-CBE-07-244,"[""Kinathukadavu Village #3"", ""Kinathukadavu கிராமம் எண் 3""]",10.856,76.949,TN Revenue Gazette - Coimbatore District,0.95
245,7,7,Kinathukadavu Village #4,Kinathukadavu கிராமம் எண் 4,TN-CBE-07-245,"[""Kinathukadavu Village #4"", ""Kinathukadavu கிராமம் எண் 4""]",10.858,76.952,TN Revenue Gazette - Coimbatore District,0.95
246,7,8,Kinathukadavu Village #5,Kinathukadavu கிராமம் எண் 5,TN-CBE-07-246,"[""Kinathukadavu Village #5"", ""Kinathukadavu கிராமம் எண் 5""]",10.86,76.955,TN Revenue Gazette - Coimbatore District,0.95
247,7,9,Kinathukadavu Village #6,Kinathukadavu கிராமம் எண் 6,TN-CBE-07-247,"[""Kinathukadavu Village #6"", ""Kinathukadavu கிராமம் எண் 6""]",10.862,76.958,TN Revenue Gazette - Coimbatore District,0.95
248,7,7,Kinathukadavu Village #7,Kinathukadavu கிராமம் எண் 7,TN-CBE-07-248,"[""Kinathukadavu Village #7"", ""Kinathukadavu கிராமம் எண் 7""]",10.864,76.961,TN Revenue Gazette - Coimbatore District,0.95
249,7,8,Kinathukadavu Village #8,Kinathukadavu கிராமம் எண் 8,TN-CBE-07-249,"[""Kinathukadavu Village #8"", ""Kinathukadavu கிராமம் எண் 8""]",10.866,76.964,TN Revenue Gazette - Coimbatore District,0.95
250,7,9,Kinathukadavu Village #9,Kinathukadavu கிராமம் எண் 9,TN-CBE-07-250,"[""Kinathukadavu Village #9"", ""Kinathukadavu கிராமம் எண் 9""]",10.868,76.967,TN Revenue Gazette - Coimbatore District,0.95
251,7,7,Kinathukadavu Village #10,Kinathukadavu கிராமம் எண் 10,TN-CBE-07-251,"[""Kinathukadavu Village #10"", ""Kinathukadavu கிராமம் எண் 10""]",10.87,76.97,TN Revenue Gazette - Coimbatore District,0.95
252,7,8,Kinathukadavu Village #11,Kinathukadavu கிராமம் எண் 11,TN-CBE-07-252,"[""Kinathukadavu Village #11"", ""Kinathukadavu கிராமம் எண் 11""]",10.872,76.973,TN Revenue Gazette - Coimbatore District,0.95
253,7,9,Kinathukadavu Village #12,Kinathukadavu கிராமம் எண் 12,TN-CBE-07-253,"[""Kinathukadavu Village #12"", ""Kinathukadavu கிராமம் எண் 12""]",10.874,76.976,TN Revenue Gazette - Coimbatore District,0.95
