id,entity_type,entity_id,alias,normalized_value,language,alias_type,confidence
358,street,45,டாடாபாத் 7வது தெரு,டாடாபாத்7வதுதெரு,Tamil,phonetic,0.9
359,street,46,Tatabad 8th street,tatabad8thstreet,Tanglish,phonetic,0.9
360,street,46,டாடாபாத் 8வது தெரு,டாடாபாத்8வதுதெரு,Tamil,phonetic,0.9
361,street,47,Tatabad 9th street,tatabad9thstreet,Tanglish,phonetic,0.9
362,street,47,டாடாபாத் 9வது தெரு,டாடாபாத்9வதுதெரு,Tamil,phonetic,0.9
363,street,48,NSR Road 1th cross,nsrroad1thcross,Tanglish,phonetic,0.9
364,street,48,Saibaba Colony 1th cross,saibabacolony1thcross,Tanglish,phonetic,0.9
365,street,48,சாயிபாபா காலனி 1வது கிராஸ்,சாயிபாபாகாலனி1வதுகிராஸ்,Tamil,phonetic,0.9
366,street,49,NSR Road 2th cross,nsrroad2thcross,Tanglish,phonetic,0.9
367,street,49,Saibaba Colony 2th cross,saibabacolony2thcross,Tanglish,phonetic,0.9
368,street,49,சாயிபாபா காலனி 2வது கிராஸ்,சாயிபாபாகாலனி2வதுகிராஸ்,Tamil,phonetic,0.9
369,street,50,NSR Road 3th cross,nsrroad3thcross,Tanglish,phonetic,0.9
370,street,50,Saibaba Colony 3th cross,saibabacolony3thcross,Tanglish,phonetic,0.9
371,street,50,சாயிபாபா காலனி 3வது கிராஸ்,சாயிபாபாகாலனி3வதுகிராஸ்,Tamil,phonetic,0.9
372,street,51,NSR Road 4th cross,nsrroad4thcross,Tanglish,phonetic,0.9
373,street,51,Saibaba Colony 4th cross,saibabacolony4thcross,Tanglish,phonetic,0.9
374,street,51,சாயிபாபா காலனி 4வது கிராஸ்,சாயிபாபாகாலனி4வதுகிராஸ்,Tamil,phonetic,0.9
375,street,52,NSR Road 5th cross,nsrroad5thcross,Tanglish,phonetic,0.9
376,street,52,Saibaba Colony 5th cross,saibabacolony5thcross,Tanglish,phonetic,0.9
377,street,52,சாயிபாபா காலனி 5வது கிராஸ்,சாயிபாபாகாலனி5வதுகிராஸ்,Tamil,phonetic,0.9
378,street,53,NSR Road 6th cross,nsrroad6thcross,Tanglish,phonetic,0.9
379,street,53,Saibaba Colony 6th cross,saibabacolony6thcross,Tanglish,phonetic,0.9
380,street,53,சாயிபாபா காலனி 6வது கிராஸ்,சாயிபாபாகாலனி6வதுகிராஸ்,Tamil,phonetic,0.9
381,street,54,NSR Road 7th cross,nsrroad7thcross,Tanglish,phonetic,0.9
382,street,54,Saibaba Colony 7th cross,saibabacolony7thcross,Tanglish,phonetic,0.9
383,street,54,சாயிபாபா காலனி 7வது கிராஸ்,சாயிபாபாகாலனி7வதுகிராஸ்,Tamil,phonetic,0.9
384,street,55,NSR Road 8th cross,nsrroad8thcross,Tanglish,phonetic,0.9
385,street,55,Saibaba Colony 8th cross,saibabacolony8thcross,Tanglish,phonetic,0.9
386,street,55,சாயிபாபா காலனி 8வது கிராஸ்,சாயிபாபாகாலனி8வதுகிராஸ்,Tamil,phonetic,0.9
387,street,56,NSR Road 9th cross,nsrroad9thcross,Tanglish,phonetic,0.9
388,street,56,Saibaba Colony 9th cross,saibabacolony9thcross,Tanglish,phonetic,0.9
389,street,56,சாயிபாபா காலனி 9வது கிராஸ்,சாயிபாபாகாலனி9வதுகிராஸ்,Tamil,phonetic,0.9
390,street,57,NSR Road 10th cross,nsrroad10thcross,Tanglish,phonetic,0.9
391,street,57,Saibaba Colony 10th cross,saibabacolony10thcross,Tanglish,phonetic,0.9
392,street,57,சாயிபாபா காலனி 10வது கிராஸ்,சாயிபாபாகாலனி10வதுகிராஸ்,Tamil,phonetic,0.9
393,street,58,NSR Road 11th cross,nsrroad11thcross,Tanglish,phonetic,0.9
394,street,58,Saibaba Colony 11th cross,saibabacolony11thcross,Tanglish,phonetic,0.9
395,street,58,சாயிபாபா காலனி 11வது கிராஸ்,சாயிபாபாகாலனி11வதுகிராஸ்,Tamil,phonetic,0.9
396,street,59,NSR Road 12th cross,nsrroad12thcross,Tanglish,phonetic,0.9
397,street,59,Saibaba Colony 12th cross,saibabacolony12thcross,Tanglish,phonetic,0.9
398,street,59,சாயிபாபா காலனி 12வது கிராஸ்,சாயிபாபாகாலனி12வதுகிராஸ்,Tamil,phonetic,0.9
399,street,60,Cross cut 1th street,crosscut1thstreet,Tanglish,phonetic,0.9
400,street,60,Cross Cut 1th cross,crosscut1thcross,Tanglish,phonetic,0.9
401,street,61,Cross cut 2th street,crosscut2thstreet,Tanglish,phonetic,0.9
402,street,61,Cross Cut 2th cross,crosscut2thcross,Tanglish,phonetic,0.9
403,street,62,Cross cut 3th street,crosscut3thstreet,Tanglish,phonetic,0.9
404,street,62,Cross Cut 3th cross,crosscut3thcross,Tanglish,phonetic,0.9
405,street,63,Cross cut 4th street,crosscut4thstreet,Tanglish,phonetic,0.9
406,street,63,Cross Cut 4th cross,crosscut4thcross,Tanglish,phonetic,0.9
407,street,64,Cross cut 5th street,crosscut5thstreet,Tanglish,phonetic,0.9
408,street,64,Cross Cut 5th cross,crosscut5thcross,Tanglish,phonetic,0.9
409,street,65,Cross cut 6th street,crosscut6thstreet,Tanglish,phonetic,0.9
410,street,65,Cross Cut 6th cross,crosscut6thcross,Tanglish,phonetic,0.9
411,street,66,Cross cut 7th street,crosscut7thstreet,Tanglish,phonetic,0.9
412,street,66,Cross Cut 7th cross,crosscut7thcross,Tanglish,phonetic,0.9
413,street,67,Cross cut 8th street,crosscut8thstreet,Tanglish,phonetic,0.9
414,street,67,Cross Cut 8th cross,crosscut8thcross,Tanglish,phonetic,0.9
415,street,68,Cross cut 9th street,crosscut9thstreet,Tanglish,phonetic,0.9
416,street,68,Cross Cut 9th cross,crosscut9thcross,Tanglish,phonetic,0.9
417,street,69,East Sambandam Road,eastsambandamroad,Tanglish,phonetic,0.9
418,street,69,Sambandam Road East,sambandamroadeast,Tanglish,phonetic,0.9
419,street,70,West Sambandam Road,westsambandamroad,Tanglish,phonetic,0.9
420,street,70,Sambandam Road West,sambandamroadwest,Tanglish,phonetic,0.9
421,street,71,East Arokiasamy Road,eastarokiasamyroad,Tanglish,phonetic,0.9
422,street,72,West Arokiasamy Road,westarokiasamyroad,Tanglish,phonetic,0.9
423,street,73,Lawley Road,lawleyroad,Tanglish,phonetic,0.9
424,street,73,Lawley Road Junction,lawleyroadjunction,Tanglish,phonetic,0.9
425,street,74,Alagesan Road,alagesanroad,Tanglish,phonetic,0.9
426,street,74,Alagesan Salai,alagesansalai,Tanglish,phonetic,0.9
427,street,75,Bharathi Park Road,bharathiparkroad,Tanglish,phonetic,0.9
428,street,75,Bharathi Park,bharathipark,Tanglish,phonetic,0.9
429,street,76,Pankaja Mill Road,pankajamillroad,Tanglish,phonetic,0.9
430,street,77,80 Feet Road,80feetroad,Tanglish,phonetic,0.9
431,street,77,80 Feet Road Ramanathapuram,80feetroadramanathapuram,Tanglish,phonetic,0.9
432,street,78,Sungam Bypass,sungambypass,Tanglish,phonetic,0.9
433,street,78,Sungam Bypass Road,sungambypassroad,Tanglish,phonetic,0.9
434,street,79,Sir Shanmugam Road,sirshanmugamroad,Tanglish,phonetic,0.9
435,street,80,Robertson Road,robertsonroad,Tanglish,phonetic,0.9
436,street,81,Perur Main Road,perurmainroad,Tanglish,phonetic,0.9
437,street,81,Perur Road,perurroad,Tanglish,phonetic,0.9
438,street,82,Siruvani Road,siruvaniroad,Tanglish,phonetic,0.9
439,street,82,Siruvani Main Road,siruvanimainroad,Tanglish,phonetic,0.9
440,street,83,Sathy Road Saravanampatti,sathyroadsaravanampatti,Tanglish,phonetic,0.9
441,street,84,TIDEL Park Road,tidelparkroad,Tanglish,phonetic,0.9
442,street,84,Civil Aerodrome Road,civilaerodromeroad,Tanglish,phonetic,0.9
443,street,85,Codissia Road,codissiaroad,Tanglish,phonetic,0.9
444,street,85,Hopes Codissia Road,hopescodissiaroad,Tanglish,phonetic,0.9
445,street,86,Cheran Ma Nagar Road,cheranmanagarroad,Tanglish,phonetic,0.9
446,street,87,Maniakarampalayam Road,maniakarampalayamroad,Tanglish,phonetic,0.9
447,street,88,Athipalayam Pirivu Road,athipalayampirivuroad,Tanglish,phonetic,0.9
448,street,89,Sivanandapuram Road,sivanandapuramroad,Tanglish,phonetic,0.9
449,street,90,Thiruvalluvar Nagar Road,thiruvalluvarnagarroad,Tanglish,phonetic,0.9
450,street,91,Nava India Road,navaindiaroad,Tanglish,phonetic,0.9
451,street,91,Nava India Salai,navaindiasalai,Tanglish,phonetic,0.9
452,street,92,Peelamedu Pudur Road,peelamedupudurroad,Tanglish,phonetic,0.9
453,street,93,Variety Hall Road,varietyhallroad,Tanglish,phonetic,0.9
454,street,93,V.H. Road,v.h.road,Tanglish,phonetic,0.9
455,street,94,Mill Road,millroad,Tanglish,phonetic,0.9
456,street,94,Mill Salai,millsalai,Tanglish,phonetic,0.9
457,street,95,Geetha Hall Road,geethahallroad,Tanglish,phonetic,0.9
458,street,96,Goods Shed Road,goodsshedroad,Tanglish,phonetic,0.9
459,street,97,Balasundaram Road,balasundaramroad,Tanglish,phonetic,0.9
460,street,97,Balasundaram Salai,balasundaramsalai,Tanglish,phonetic,0.9
461,street,98,Gokhale Street,gokhalestreet,Tanglish,phonetic,0.9
462,street,98,Gokhale Road,gokhaleroad,Tanglish,phonetic,0.9
463,street,99,Dr. Nanjappa Road,dr.nanjapparoad,Tanglish,phonetic,0.9
464,street,99,Nanjappa Road,nanjapparoad,Tanglish,phonetic,0.9
465,street,100,Brooke Bond Road,brookebondroad,Tanglish,phonetic,0.9
466,street,100,Brookefields Road,brookefieldsroad,Tanglish,phonetic,0.9
467,street,101,Kovaipudur Main Road,kovaipudurmainroad,Tanglish,phonetic,0.9
468,street,101,Kovaipudur Road,kovaipudurroad,Tanglish,phonetic,0.9
469,street,102,VLB College Road,vlbcollegeroad,Tanglish,phonetic,0.9
470,street,103,Kuniyamuthur Bypass,kuniyamuthurbypass,Tanglish,phonetic,0.9
471,street,104,Podanur Chettipalayam Road,podanurchettipalayamroad,Tanglish,phonetic,0.9
472,street,105,Thondamuthur Road Vadavalli,thondamuthurroadvadavalli,Tanglish,phonetic,0.9
473,landmark,1,Gandhipuram Bus Stand,gandhipurambusstand,Tanglish,phonetic,0.95
474,landmark,1,Central Bus Stand,centralbusstand,Tanglish,phonetic,0.95
475,landmark,1,காந்திபுரம் பஸ் ஸ்டாண்ட்,காந்திபுரம்பஸ்ஸ்டாண்ட்,Tamil,phonetic,0.95
476,landmark,1,gandhipuram bus stand,gandhipurambusstand,Tanglish,phonetic,0.95
477,landmark,2,Town Bus Stand Gandhipuram,townbusstandgandhipuram,Tanglish,phonetic,0.95
478,landmark,2,City Bus Stand Gandhipuram,citybusstandgandhipuram,Tanglish,phonetic,0.95
479,landmark,3,Omni Bus Stand,omnibusstand,Tanglish,phonetic,0.95
480,landmark,3,SETC Bus Stand Gandhipuram,setcbusstandgandhipuram,Tanglish,phonetic,0.95
481,landmark,4,Saravanampatti Bus Stand,saravanampattibusstand,Tanglish,phonetic,0.95
482,landmark,4,Saravanampatti Bus Stop,saravanampattibusstop,Tanglish,phonetic,0.95
483,landmark,4,சரவணம்பட்டி பஸ் ஸ்டாண்ட்,சரவணம்பட்டிபஸ்ஸ்டாண்ட்,Tamil,phonetic,0.95
484,landmark,4,saravanampatti bus stand,saravanampattibusstand,Tanglish,phonetic,0.95
485,landmark,4,saravanampatti bus stop,saravanampattibusstop,Tanglish,phonetic,0.95
486,landmark,5,Singanallur Bus Stand,singanallurbusstand,Tanglish,phonetic,0.95
487,landmark,5,சிங்காநல்லூர் பஸ் ஸ்டாண்ட்,சிங்காநல்லூர்பஸ்ஸ்டாண்ட்,Tamil,phonetic,0.95
488,landmark,6,Ukkadam Bus Stand,ukkadambusstand,Tanglish,phonetic,0.95
489,landmark,6,உக்கடம் பஸ் ஸ்டாண்ட்,உக்கடம்பஸ்ஸ்டாண்ட்,Tamil,phonetic,0.95
490,landmark,7,Saibaba Colony Bus Stop,saibabacolonybusstop,Tanglish,phonetic,0.95
491,landmark,8,Coimbatore Railway Station,coimbatorerailwaystation,Tanglish,phonetic,0.95
492,landmark,8,Coimbatore Junction,coimbatorejunction,Tanglish,phonetic,0.95
493,landmark,8,Kovai Junction,kovaijunction,Tanglish,phonetic,0.95
494,landmark,8,ரயில்வே ஸ்டேஷன்,ரயில்வேஸ்டேஷன்,Tamil,phonetic,0.95
495,landmark,9,Coimbatore North Station,coimbatorenorthstation,Tanglish,phonetic,0.95
496,landmark,9,North Railway Station,northrailwaystation,Tanglish,phonetic,0.95
497,landmark,10,Peelamedu Station,peelamedustation,Tanglish,phonetic,0.95
498,landmark,11,Podanur Station,podanurstation,Tanglish,phonetic,0.95
499,landmark,11,Podanur Junction,podanurjunction,Tanglish,phonetic,0.95
500,landmark,12,Coimbatore Airport,coimbatoreairport,Tanglish,phonetic,0.95
501,landmark,12,CJB Airport,cjbairport,Tanglish,phonetic,0.95
502,landmark,12,Peelamedu Airport,peelameduairport,Tanglish,phonetic,0.95
503,landmark,12,விமான நிலையம்,விமானநிலையம்,Tamil,phonetic,0.95
504,landmark,13,Coimbatore GH,coimbatoregh,Tanglish,phonetic,0.95
505,landmark,13,GH Coimbatore,ghcoimbatore,Tanglish,phonetic,0.95
506,landmark,13,Government Hospital Coimbatore,governmenthospitalcoimbatore,Tanglish,phonetic,0.95
507,landmark,13,அரசு மருத்துவமனை,அரசுமருத்துவமனை,Tamil,phonetic,0.95
508,landmark,14,KMCH,kmch,Tanglish,phonetic,0.95
509,landmark,14,KMCH Hospital,kmchhospital,Tanglish,phonetic,0.95
510,landmark,14,Kovai Medical Center,kovaimedicalcenter,Tanglish,phonetic,0.95
511,landmark,15,PSG Hospital,psghospital,Tanglish,phonetic,0.95
512,landmark,15,PSG IMSR,psgimsr,Tanglish,phonetic,0.95
513,landmark,16,Ganga Hospital MTP Road,gangahospitalmtproad,Tanglish,phonetic,0.95
514,landmark,16,Ganga Ortho,gangaortho,Tanglish,phonetic,0.95
515,landmark,17,Ramakrishna Hospital,ramakrishnahospital,Tanglish,phonetic,0.95
516,landmark,17,Siddhapudur Hospital,siddhapudurhospital,Tanglish,phonetic,0.95
517,landmark,18,GKNM Hospital,gknmhospital,Tanglish,phonetic,0.95
518,landmark,18,GKNM,gknm,Tanglish,phonetic,0.95
519,landmark,18,Pappanaickenpalayam Hospital,pappanaickenpalayamhospital,Tanglish,phonetic,0.95
520,landmark,19,Royal Care Hospital Neelambur,royalcarehospitalneelambur,Tanglish,phonetic,0.95
521,landmark,20,PSG Tech,psgtech,Tanglish,phonetic,0.95
522,landmark,20,PSG College of Technology,psgcollegeoftechnology,Tanglish,phonetic,0.95
523,landmark,21,CIT College,citcollege,Tanglish,phonetic,0.95
524,landmark,21,CIT Coimbatore,citcoimbatore,Tanglish,phonetic,0.95
525,landmark,22,GCT College,gctcollege,Tanglish,phonetic,0.95
526,landmark,22,GCT Coimbatore,gctcoimbatore,Tanglish,phonetic,0.95
527,landmark,22,Thadagam Road GCT,thadagamroadgct,Tanglish,phonetic,0.95
528,landmark,23,TNAU,tnau,Tanglish,phonetic,0.95
529,landmark,23,Agri University Coimbatore,agriuniversitycoimbatore,Tanglish,phonetic,0.95
530,landmark,23,வேளாண்மைப் பல்கலைக்கழகம்,வேளாண்மைப்பல்கலைக்கழகம்,Tamil,phonetic,0.95
531,landmark,24,Bharathiar University Marudamalai Road,bharathiaruniversitymarudamalairoad,Tanglish,phonetic,0.95
532,landmark,25,KCT College,kctcollege,Tanglish,phonetic,0.95
533,landmark,25,Kumaraguru,kumaraguru,Tanglish,phonetic,0.95
534,landmark,26,Krishna College Kuniyamuthur,krishnacollegekuniyamuthur,Tanglish,phonetic,0.95
535,landmark,26,SKCET,skcet,Tanglish,phonetic,0.95
536,landmark,27,Arts College Coimbatore,artscollegecoimbatore,Tanglish,phonetic,0.95
537,landmark,27,Govt Arts College,govtartscollege,Tanglish,phonetic,0.95
538,landmark,28,Brookefields,brookefields,Tanglish,phonetic,0.95
539,landmark,28,Brookefields Mall Brooke Bond Road,brookefieldsmallbrookebondroad,Tanglish,phonetic,0.95
540,landmark,28,புரூக்ஃபீல்ட்ஸ்,புரூக்ஃபீல்ட்ஸ்,Tamil,phonetic,0.95
541,landmark,29,Prozone Mall Sathy Road,prozonemallsathyroad,Tanglish,phonetic,0.95
542,landmark,29,Prozone,prozone,Tanglish,phonetic,0.95
543,landmark,30,Fun Mall,funmall,Tanglish,phonetic,0.95
544,landmark,30,Fun Republic,funrepublic,Tanglish,phonetic,0.95
545,landmark,30,Fun Mall Avinashi Road,funmallavinashiroad,Tanglish,phonetic,0.95
546,landmark,30,ஃபன் மால்,ஃபன்மால்,Tamil,phonetic,0.95
547,landmark,31,TIDEL Park,tidelpark,Tanglish,phonetic,0.95
548,landmark,31,Coimbatore IT Park,coimbatoreitpark,Tanglish,phonetic,0.95
549,landmark,31,டைடல் பார்க்,டைடல்பார்க்,Tamil,phonetic,0.95
550,landmark,32,KGISL Tech Park Saravanampatti,kgisltechparksaravanampatti,Tanglish,phonetic,0.95
551,landmark,32,CHIL SEZ,chilsez,Tanglish,phonetic,0.95
552,landmark,33,Marudamalai Temple,marudamalaitemple,Tanglish,phonetic,0.95
553,landmark,33,Maruthamalai,maruthamalai,Tanglish,phonetic,0.95
554,landmark,33,மருதமலை கோவில்,மருதமலைகோவில்,Tamil,phonetic,0.95
555,landmark,34,Eachanari Temple,eachanaritemple,Tanglish,phonetic,0.95
556,landmark,34,Eachanari Vinayagar,eachanarivinayagar,Tanglish,phonetic,0.95
557,landmark,34,ஈச்சனாரி கோவில்,ஈச்சனாரிகோவில்,Tamil,phonetic,0.95
558,landmark,35,Perur Temple,perurtemple,Tanglish,phonetic,0.95
559,landmark,35,Pateeswarar Temple,pateeswarartemple,Tanglish,phonetic,0.95
560,landmark,35,பேரூர் கோவில்,பேரூர்கோவில்,Tamil,phonetic,0.95
561,landmark,36,Puliakulam Vinayagar Temple,puliakulamvinayagartemple,Tanglish,phonetic,0.95
562,landmark,36,Big Vinayagar Puliakulam,bigvinayagarpuliakulam,Tanglish,phonetic,0.95
563,landmark,37,Koniamman Temple,koniammantemple,Tanglish,phonetic,0.95
564,landmark,37,Townhall Temple,townhalltemple,Tanglish,phonetic,0.95
565,landmark,38,Ukkadam Big Mosque,ukkadambigmosque,Tanglish,phonetic,0.95
566,landmark,38,Athar Jamath Mosque,atharjamathmosque,Tanglish,phonetic,0.95
567,landmark,39,St Michaels Church Town Hall,stmichaelschurchtownhall,Tanglish,phonetic,0.95
568,landmark,39,Cathedral Church Coimbatore,cathedralchurchcoimbatore,Tanglish,phonetic,0.95
569,landmark,40,VOC Park,vocpark,Tanglish,phonetic,0.95
570,landmark,40,VOC Ground,vocground,Tanglish,phonetic,0.95
571,landmark,41,Valankulam Lake,valankulamlake,Tanglish,phonetic,0.95
572,landmark,41,Valankulam Smart City Park,valankulamsmartcitypark,Tanglish,phonetic,0.95
573,landmark,42,Singanallur Lake,singanallurlake,Tanglish,phonetic,0.95
574,landmark,43,Ukkadam Lake,ukkadamlake,Tanglish,phonetic,0.95
575,landmark,43,Periyakulam Lake Ukkadam,periyakulamlakeukkadam,Tanglish,phonetic,0.95
576,landmark,44,Gandhipuram Flyover,gandhipuramflyover,Tanglish,phonetic,0.95
577,landmark,45,Ukkadam Flyover,ukkadamflyover,Tanglish,phonetic,0.95
578,landmark,45,Athupalam Flyover,athupalamflyover,Tanglish,phonetic,0.95
579,landmark,46,Lakshmi Mills Junction,lakshmimillsjunction,Tanglish,phonetic,0.95
580,landmark,46,Lakshmi Mills Signal,lakshmimillssignal,Tanglish,phonetic,0.95
581,landmark,46,லட்சுமி மில்ஸ்,லட்சுமிமில்ஸ்,Tamil,phonetic,0.95
582,landmark,47,Chinthamani Signal,chinthamanisignal,Tanglish,phonetic,0.95
583,landmark,47,Chinthamani Junction,chinthamanijunction,Tanglish,phonetic,0.95
584,landmark,48,CCMC Head Office,ccmcheadoffice,Tanglish,phonetic,0.95
585,landmark,48,Corporation Office Coimbatore,corporationofficecoimbatore,Tanglish,phonetic,0.95
586,landmark,48,Town Hall Office,townhalloffice,Tanglish,phonetic,0.95
587,landmark,49,Collector Office Coimbatore,collectorofficecoimbatore,Tanglish,phonetic,0.95
588,landmark,49,Collectorate,collectorate,Tanglish,phonetic,0.95
589,landmark,49,கலெக்டர் ஆபீஸ்,கலெக்டர்ஆபீஸ்,Tamil,phonetic,0.95
590,area,1,gandhi puram,gandhipuram,Tanglish,whisper_error,0.9
591,area,1,gandhi puram la,gandhipuramla,Tanglish,whisper_error,0.9
592,area,1,gandhipuramla,gandhipuramla,Tanglish,whisper_error,0.9
593,area,1,காந்தி தம்பியின்,காந்திதம்பியின்,Tamil,whisper_error,0.9
594,street,11,rs puram db road,rspuramdbroad,Tanglish,whisper_error,0.9
595,area,2,r s puram,rspuram,Tanglish,whisper_error,0.9
596,street,11,d b road,dbroad,Tanglish,whisper_error,0.9
597,area,3,peela medu,peelamedu,Tanglish,whisper_error,0.9
598,area,4,sai baba colony,saibabacolony,Tanglish,whisper_error,0.9
599,landmark,4,saravanampatty bus stand,saravanampattybusstand,Tanglish,whisper_error,0.9
600,street,80,maruthamalai road,maruthamalairoad,Tanglish,whisper_error,0.9
601,street,9,cross cut,crosscut,Tanglish,whisper_error,0.9
602,street,10,100 feet,100feet,Tanglish,whisper_error,0.9
603,street,25,5 th street,5thstreet,Tanglish,whisper_error,0.9
604,street,25,5 th street gandhipuram,5thstreetgandhipuram,Tanglish,whisper_error,0.9
